"Key","Texto","NomeGDT","Quem","Onde","Quando","TipoDeliberacao","DeliberacaoFinal","EmailResponsaveis","NomeAutores","NomeEvento","TituloEvento","Ano","Mes"
158,"“Devemos incentivar a busca de capacitações internas para o uso de ferramentas como edição de áudio, vídeo, imagens e design gráfico para o desenvolvimento das atividades remotas de cada grupo. Além disso, o aprendizado na utilização de contas comerciais das plataformas digitais como redes sociais -Facebook e Instagram - em que se pode ter uma avaliação e um direcionamento do público que você está alcançando ou pretende alcançar e difundir os seus conteúdos também é importante.”",GDT 17 - Trilhando caminhos para a adaptação do programa PET em tempos de pandemia,"","","",Sugestão,Aprovado,"","",SUDESTEPET,XX SUDESTE PET UFU 2020 - Universidade e Sociedade: Trilhando caminhos pela Educação,2020,Outubro
159,"""Criar uma comissão ao final da Assembleia do XX SUDESTEPET que deverá em um prazo de 7 dias, elaborar um instrumento de coleta de informações para obter dados sobre acesso à internet e condições de trabalho remoto dos grupos PETs. Após o prazo de 10 dias, o instrumento de coleta de deverá ser enviado aos Grupos PET da Região Sudeste, que deverão respondê-los em um prazo máximo de sete dias. A comissão deverá então sistematizar os resultados e apresentá-los no encontro dos membros dos CLAAs (05/12/2020) durante o XXV ENAPET e divulgados nacionalmente pela CENAPET.” O 604 questionários deve priorizar: acesso estável à internet dos petianos, dispor ou não de espaço adequado no ambiente doméstico para realização das atividades, acesso à equipamentos e as condições de uso desses materiais (compartilhado com mais pessoas ou não), necessidade de uso da verba de custeio para prover condições de acesso ao trabalho remoto aos petianos.",GDT 18 - Trilhando caminhos para a inclusão digital e tecnológica em tempos de pandemia:,"","","",Encaminhamento,Aprovado,"","",SUDESTEPET,XX SUDESTE PET UFU 2020 - Universidade e Sociedade: Trilhando caminhos pela Educação,2020,Outubro
160,"""Que, após a assembleia do XX Sudeste PET, chips pré-pagos e/ou planos de internet possam ser adquiridos pelos(as) tutores(as) de modo a utilizar parte do custeio, assim que esse for liberado, tendo em vista a comprovação da necessidade de algum tipo de auxílio em relação ao acesso de internet por parte do grupo. O respectivo PET deverá auxiliar, por meio do custeio, os(as) petianos(as) que se enquadram nessa situação de necessidade, de modo a considerar que muitos de nossos discentes encontram-se em vulnerabilidade social e não possuem recursos próprios para arcar com essas despesas.",GDT 18 - Trilhando caminhos para a inclusão digital e tecnológica em tempos de pandemia:,"","","",Encaminhamento,Aprovado,"","",SUDESTEPET,XX SUDESTE PET UFU 2020 - Universidade e Sociedade: Trilhando caminhos pela Educação,2020,Outubro
161,"Quando necessário, os CLAAs (Comitês Locais de Acompanhamento e Avaliação) devem solicitar às IES (Instituições de Ensino Superior) a aquisição de recursos de Capital (e.g., mesas digitalizadoras, câmeras de vídeo, dispositivos de armazenamento, etc) destinados à realização de atividades remotas dos grupos PET.",GDT 18 - Trilhando caminhos para a inclusão digital e tecnológica em tempos de pandemia:,"","","",Sugestão,Aprovado,"","",SUDESTEPET,XX SUDESTE PET UFU 2020 - Universidade e Sociedade: Trilhando caminhos pela Educação,2020,Outubro
162,"“Que a partir de 2021, cada grupo PET promova discussões e ações na universidade e no próprio PET com temas acerca da sustentabilidade, de forma a reafirmar que a sustentabilidade possui 3 pilares: social, econômico e ambiental e que o desenvolvimento sustentável é possível. As discussões poderão ser baseadas em grupos de estudos e trocas de informações com outros PET sobre as atividades executadas que possuem relação com a temática. Já as ações, podem se encaixar tanto na tríade petiana (pesquisa, ensino e extensão) como em atitudes cotidianas como realizar a certificação de eventos de forma online, utilizar papéis de rascunho, evitar o uso de plástico em eventos etc.”",GDT 19 - Trilhando caminhos para a sustentabilidade dentro do programa PET,"","","",Encaminhamento,Aprovado,"","",SUDESTEPET,XX SUDESTE PET UFU 2020 - Universidade e Sociedade: Trilhando caminhos pela Educação,2020,Outubro
163,"""Que os grupos PET presentes no XX SudestePET, após a aprovação na assembleia geral, criem uma comissão d sustentabilidade composta voluntariamente por integrantes dos grupos pet da região sudeste, entre estudantes e tutores com o objetivo de pensar e implementar estratégias, atividades, projetos e discussões acerca da questão socioambiental, de modo a trazer maior visibilidade sobre a temática dentro e fora do programa. Posteriormente, no ENAPET 2020, esta comissão seja estendida em âmbito nacional”",GDT 19 - Trilhando caminhos para a sustentabilidade dentro do programa PET,"","","",Encaminhamento,Aprovado,"","",SUDESTEPET,XX SUDESTE PET UFU 2020 - Universidade e Sociedade: Trilhando caminhos pela Educação,2020,Outubro
164,"“Que os grupos PET, a partir de 2021, consigam desenvolver e reconhecerem-se como uma metodologia ativa de ensino, de modo a buscar abordar temas além da graduação que instiguem curiosidade, de modo a promover uma sociedade igualitária por meio de atividades sustentáveis, bem como fomentar atividades de sensibilização que explorem os 17 objetivos do desenvolvimento sustentável (ODS) da agenda 2030 da ONU dentro da Universidade e abertas ao público externo.”",GDT 19 - Trilhando caminhos para a sustentabilidade dentro do programa PET,"","","",Sugestão,Aprovado,"","",SUDESTEPET,XX SUDESTE PET UFU 2020 - Universidade e Sociedade: Trilhando caminhos pela Educação,2020,Outubro
165,"“Com base no encaminhamento 2, a comissão de sustentabilidade criada deverá criar uma subcomissão para tratar da criação de um selo verde a ser implementado nos PETs, a médio e longo prazo, com o objetivo de promover atitudes e ações sustentáveis dentro dos PETs. Esse selo, por sua vez, deverá ser composto por índices de sustentabilidade (exemplos: uso de papel reciclado, compostagem, ações que visem a sustentabilidade dentro dos PETs, geração de resíduos em geral, etc.). Além disso, essa comissão deverá fazer um levantamento com os grupos PET, a partir de formulários, de forma a identificar quais ações sustentáveis cada grupo já promove e avaliar a possibilidade de capacitação entre os grupos para que haja a troca desse conhecimento.”",GDT 19 - Trilhando caminhos para a sustentabilidade dentro do programa PET,"","","",Sugestão,Aprovado,"","",SUDESTEPET,XX SUDESTE PET UFU 2020 - Universidade e Sociedade: Trilhando caminhos pela Educação,2020,Outubro
166,"""Cada grupo PET, em comum acordo entre tutor e discentes estabelecer no seu planejamento anual um período de férias para seus membros.""",GDT 20: Trilhando caminhos para a saúde mental dentro do programa PET,"","","",Encaminhamento,Aprovado,"","",SUDESTEPET,XX SUDESTE PET UFU 2020 - Universidade e Sociedade: Trilhando caminhos pela Educação,2020,Outubro
167,"“Que, ao fim do ano, cada grupo PET inclua obrigatoriamente, no planejamento anual, atividades internas de descontração periódicas, a fim de que a descontração estreite os laços entre os petianos.”",GDT 20: Trilhando caminhos para a saúde mental dentro do programa PET,"","","",Sugestão,Aprovado,"","",SUDESTEPET,XX SUDESTE PET UFU 2020 - Universidade e Sociedade: Trilhando caminhos pela Educação,2020,Outubro
168,"“Ao final do ENAPET (2020), cada grupo PET deve, obrigatoriamente, implementar, no planejamento anual, uma atividade semestral, anônima ou coletiva, de autoavaliação e/ou feedback, de modo a auxiliar na evolução individual e no desempenho coletivo do grupo.",GDT 20: Trilhando caminhos para a saúde mental dentro do programa PET,"","","",Sugestão,Aprovado,"","",SUDESTEPET,XX SUDESTE PET UFU 2020 - Universidade e Sociedade: Trilhando caminhos pela Educação,2020,Outubro
169,"“Que os grupos PET busquem junto à IES ou cursos de psicologia um(a) profissional da saúde emocional, como forma de garantir um diálogo e o acompanhamento interno para melhor entender a situação do grupo e traçar um plano de ação/prevenção que envolva uma maior flexibilidade, compreensão e amparo em momentos de problemas psíquicos.”",GDT 20: Trilhando caminhos para a saúde mental dentro do programa PET,"","","",Sugestão,Aprovado,"","",SUDESTEPET,XX SUDESTE PET UFU 2020 - Universidade e Sociedade: Trilhando caminhos pela Educação,2020,Outubro
170,"“Os grupos PETs devem levar o debate da temática adiante, com o desenvolvimento de trabalhos, rodas de discussão e pesquisas relacionadas à temática da saúde mental, a fim de melhorar a compreensão da importância da temática dentro dos grupos.”",GDT 20: Trilhando caminhos para a saúde mental dentro do programa PET,"","","",Sugestão,Aprovado,"","",SUDESTEPET,XX SUDESTE PET UFU 2020 - Universidade e Sociedade: Trilhando caminhos pela Educação,2020,Outubro
171,"Os grupos PET institucionais, chamados também de GETs, PET Institucional, ProPETs ou PET especial, são grupos PETs criados e mantidos pelas Pró-reitorias de Graduação das Instituições de Ensino Superior, não sendo diretamente vinculados ao MEC. A ausência de novos editais de criação de grupos PET pelo MEC levou a um crescimento no número de grupos institucionais nos últimos anos, sendo que muitas IES apresentam uma forte política de criação de grupos PET institucionais. Entretanto, apesar da criação destes grupos permitir a ampliação e fortalecimento do Programa de Educação Tutorial no Brasil, assim como o fortalecimento do ensino, pesquisa e extensão nas IES, as políticas de criação de manutenção destes grupos divergem muito entre as diferentes IES, não havendo padronização com relação ao número de bolsas e ao pagamento de custeio, além da ausência de bolsa para tutores, o que pode levar a uma precarização do trabalho destes grupos. Além disso, os grupos PET institucionais têm pouca ou nenhuma visibilidade dentro do Programa, não sendo contemplados em grande parte nas discussões em eventos regionais e nacionais. Neste contexto, nós, plenária do XX SudestePET, consideramos urgente o reconhecimento destes grupos por parte da comunidade petiana, por meio da inserção desta pauta em eventos regionais e nacionais. Consideramos importante, ainda, o levantamento do número de grupos PET Institucionais presentes no Brasil, bem como a divulgação destes grupos dentro do website da Diretoria da CENAPET, dando a eles a mesma visibilidade dos grupos vinculados ao MEC. Sugerimos, ainda, que sejam colocadas em discussão no âmbito da Diretoria da CENAPET orientações sobre a criação destes grupos, para nortear as IES, evitando discrepâncias entre estes e os grupos vinculados ao MEC, especialmente no que concerne ao número de bolsas e pagamento de custeio. Reforçamos que a bolsa é um instrumento de permanência estudantil, e a existência de grupos PET que não contam com o pagamento de bolsas, ou possuem número de bolsistas muito inferior aos demais grupos fere a filosofia de equidade do programa, além de dificultar a permanência dos estudantes na Universidade e precarizar o trabalho desenvolvido pelos grupos, cujos petianos, muitas vezes precisam se dedicar a outros projetos ou trabalho para terem meios financeiros de se manter na universidade.",Carta Aberta à Comunidade Petiana (GDT 11),"","","",Carta,Aprovado,"","",SUDESTEPET,XX SUDESTE PET UFU 2020 - Universidade e Sociedade: Trilhando caminhos pela Educação,2020,Outubro
172,"Vivemos um contexto de agudização da crise socioambiental, a qual se expressa de diversos modos: esgotamento dos recursos naturais, poluição hídrica, atmosférica, dos solos, produção exacerbada de resíduos sólidos e extinção da biodiversidade. Sabemos que o modo de produção capitalista, existente há séculos, mantém a lógica insustentável da exploração desmedida dos recursos naturais, a superprodução, o consumo em massa e a obsolescência programada, que traz o descarte exacerbado. Aliado a essa questão, trazendo para o contexto atual do Brasil, acompanhamos o desmantelamento das políticas ambientais com a redução da representatividade da sociedade civil na composição do Conselho Nacional do Meio Ambiente (CONAMA), cortes significativos de verbas de instituições, como Instituto Chico Mendes de Conservação da Biodiversidade (ICMBio) e Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis (IBAMA), desproteção das restingas, manguezais, áreas de proteção ambiental, áreas de demarcação de terras indígenas, aumento do uso de agrotóxicos e avanço da agronegócio que teve como consequência o aumento no número de incêndios em diversos biomas brasileiros, dando destaque para Amazônia e Pantanal. O Estado, por sua vez, alia-se e age em prol das empresas, principalmente aquelas que buscam o lucro rápido sem comprometimento socioambiental, por meio de diminuições de multas ambientais e flexibilização da legislação ambiental sendo uma das consequências o rompimento de barragens, como aconteceu em Brumadinho e Mariana. Diante de todo esse cenário, o programa PET, que carrega em seu cerne o papel transformador, deve promover a sensibilização e mobilização da comunidade, interna e externa, a partir de debates, discussões, projetos, dentre outros. O Manual de Orientações Básicas do PET tem, entre seus objetivos específicos, o dever de formar agentes multiplicadores e disseminadores de novas ideias e práticas que propiciem o ""Aprender Fazendo e Refletindo Sobre"". Os impactos ambientais estão ocorrendo desde a revolução industrial e a sustentabilidade é discutida por mais de 20 anos, todavia a discussão nunca ocorreu de forma deliberativa dentro de eventos PET, destacando também que o aspecto ambiental não é citado no MOB. Sendo assim, por tudo que foi citado, é importante que nós, enquanto Programa de Educação Tutorial, presentes em mais de 120 Instituições de Ensino Superior pelo país, de acordo com os princípios e orientações do programa, possamos nos mobilizar em nossos grupos, na Universidade e também com a sociedade, promovendo ações e discussões acerca desta urgente temática. Desta forma, tais debates e discussões apresentadas são de suma importância, sendo necessário a mobilização da comunidade petiana para levá-los tanto para dentro do programa como para além dele, uma vez que o papel do PET é formar cidadãos e cidadãs conscientes ao contrário do sistema atual que forma consumidores. Lembremos que nossa casa está em chamas e não existe Planeta B. ATENCIOSAMENTE, GRUPO DE TRABALHO 19 - TRILHANDO CAMINHOS PARA A SUSTENTABILIDADE DENTRO DO PROGRAMA PET.",Carta Aberta à Comunidade Petiana (GDT 19),"","","",Carta,Aprovado,"","",SUDESTEPET,XX SUDESTE PET UFU 2020 - Universidade e Sociedade: Trilhando caminhos pela Educação,2020,Outubro
173,"“Que o SudestePET 2021 seja realizado no formato virtual, preferencialmente no período entre março e maio.”",DELIBERAÇÕES DO ENCONTRO DE DOCENTES,"","","",Encaminhamento,Aprovado,"","",SUDESTEPET,XX SUDESTE PET UFU 2020 - Universidade e Sociedade: Trilhando caminhos pela Educação,2020,Outubro
174,“Sede do XXI SUDESTE PET 2021 em formato Virtual: UNESP-SP.”,DELIBERAÇÕES DO ENCONTRO DE DOCENTES,"","","",Encaminhamento,Aprovado,"","",SUDESTEPET,XX SUDESTE PET UFU 2020 - Universidade e Sociedade: Trilhando caminhos pela Educação,2020,Outubro
175,"“Que a Comissão Organizadora do XXI SUDESTEPET, e dos encontros posteriores, realize reunião entre interlocutores institucionais junto ao MEC e demais membros do CLAA durante o evento.”",DELIBERAÇÕES DO ENCONTRO DE DOCENTES,"","","",Sugestão,Aprovado,"","",SUDESTEPET,XX SUDESTE PET UFU 2020 - Universidade e Sociedade: Trilhando caminhos pela Educação,2020,Outubro
176,"""Que os grupos PET, após a abertura das inscrições do XXV ENAPET enviem um convite ao CLAA para participarem do evento, a fim de reforçar o convite da organização, mostrando a importância da participação destes.""",DELIBERAÇÕES DO ENCONTRO DE DOCENTES,"","","",Sugestão,Aprovado,"","",SUDESTEPET,XX SUDESTE PET UFU 2020 - Universidade e Sociedade: Trilhando caminhos pela Educação,2020,Outubro
177,"“Que a Diretoria da CENAPET crie um fórum permanente de discussão e troca de informações entre interlocutores, após deliberação e aprovação na Assembleia Geral do ENAPET 2020.”",DELIBERAÇÕES DO ENCONTRO DE DOCENTES,"","","",Sugestão,Aprovado,"","",SUDESTEPET,XX SUDESTE PET UFU 2020 - Universidade e Sociedade: Trilhando caminhos pela Educação,2020,Outubro
178,"“Que os comitês locais e as comissões regionais Mobiliza PET busquem, a partir do ano de 2021, se articular com movimentos estudantis e sociais de suas IES, visando futuras ações em prol da educação e da universidade pública. As ações podem ser por meio de debates, mobilizações, notas e moções, ficando a cargo de cada comissão. Que essas ações passem a constar nos relatórios de encerramento do mandato de cada comissão.""",DELIBERAÇÕES DO ENCONTRO DE DISCENTES,"","","",Encaminhamento,Aprovado,"","",SUDESTEPET,XX SUDESTE PET UFU 2020 - Universidade e Sociedade: Trilhando caminhos pela Educação,2020,Outubro
179,"“Que a Comissão de Organização do XX SudestePET encaminhe para deliberação do ENAPET 2020 a questão sobre acúmulo de bolsas. Partindo do princípio que cada IES possui uma realidade e interpretação própria, que seja elucidado em um documento oficial como as portarias ou em uma atualização do MOB, sobre quais situações a configuração de acúmulo de bolsa deverá ser aplicada, para que facilite o entendimento de que a bolsa proveniente do FNDE não entra em conflito com auxílios fornecidos pelas próprias IES para manutenção e políticas de permanência de cada estudante.”",DELIBERAÇÕES DO ENCONTRO DE DISCENTES,"","","",Encaminhamento,Aprovado,"","",SUDESTEPET,XX SUDESTE PET UFU 2020 - Universidade e Sociedade: Trilhando caminhos pela Educação,2020,Outubro
180,"Que, após aprovação no encontro de discentes do XXIII SULPET, seja criado um grupo de trabalho, por meio de um formulário, para elaborar uma carta e discutir estratégias de ações para reivindicar representações discentes em espaços do programa e posicionamento das Pró-reitorias quanto aos atrasos nas bolsas e reprovações.",Encontro de Discentes,Grupo de Trabalho,No XXIII SULPET,Após a aprovação no encontro de discentes do XXIII SULPET,Encaminhamento,Aprovado,"","",SULPET,Educação pública e Compromisso social,2020,Outubro
181,"Que os grupos InterPET proponham aos seus respectivos CLAAs uma reunião remota, ainda em 2020, com o objetivo de entender como a gestão do CLAA se dá e qual é o melhor formato para o InterPET expor suas demandas ao CLAA.",Encontro de Discentes,InterPETs,Por meio de reuniões Remotas,Até o final de 2020,Encaminhamento,Aprovado,"","",SULPET,Educação pública e Compromisso social,2020,Outubro
182,"Que tenha ao menos uma/um representante discente e uma/um suplente no CLAA da respectiva IES, podendo ser PETiana/o discente de qualquer PET da Universidade, conforme a normativa 976/2010. A proposta deve ser encaminhada por meio dos InterPET e que após aprovação que esses membros passem por processo seletivo (podendo ou não ser virtual) e se necessário, alterado o regimento interno do CLAA.",Encontro de Discentes,InterPETs,Em cada IES,Constante,Encaminhamento,Aprovado,"","",SULPET,Educação pública e Compromisso social,2020,Outubro
183,"Que as comissões locais do Mobiliza PET, a partir da aprovação deste no ENAPET 2020, promovam discussões periódicas para ouvir os grupos PET, visando abranger as diferentes demandas e posicionamentos dentro da instituição, conhecendo e elaborando uma identidade local, buscando, com isso, o fortalecimento do Mobiliza PET.",GDT 3 - MOBILIZAÇÃO E VISIBILIDADE PETIANA,Mobiliza PET,Em cada IES,A partir da aprovação do encaminhamento no ENAPET 2020,Encaminhamento,Aprovado,"","",SULPET,Educação pública e Compromisso social,2020,Outubro
184,"Que durante a Assembleia Final do XXIII SULPET, ocorra a eleição da Comissão Regional de Mobilização do Sul. Esta deve ser composta por duas/dois representantes de cada estado; essa adaptação de duas/dois representantes leva em conta a realidade da região Sul, visando melhor articulação das demandas da Comissão.",GDT 3 - MOBILIZAÇÃO E VISIBILIDADE PETIANA,Comissão Regional de Mobilização do Sul (eleita durante o evento),Região Sul,A partir da aprovação do encaminhamento no SULPET 2020,Encaminhamento,Aprovado,petfarmaciaufpr@gmail.com; petquimicaufpr@gmail.com; petcisa@gmail.com; petlabcorpus@gmail.com; pet.saberesufsc@gmail.com; pet.udesc@gmail.com; pet.agronegocio@gmail.com; drivepetdt@gmail.com; petsso1@gmail.com; petctcunipampa@gmail.com,"",SULPET,Educação pública e Compromisso social,2020,Outubro
185,"Que a Comissão Regional de Mobilização do Sul desenvolva um formulário, após realizada eleição desta em Assembleia Final do XXIII do SULPET, para elencar colaboradoras/es para a Comissão. As/Os colaboradoras/es serão PETianas/os da região sul que gostariam de estar a par das discussões realizadas pela Comissão Regional, mas não gostariam de ser um membro atuante da Comissão.",GDT 3 - MOBILIZAÇÃO E VISIBILIDADE PETIANA,Comissão Regional de Mobilização do Sul (eleita durante o evento),Região Sul,A partir da aprovação do encaminhamento no SULPET 2020,Encaminhamento,Aprovado,petfarmaciaufpr@gmail.com; petquimicaufpr@gmail.com; petcisa@gmail.com; petlabcorpus@gmail.com; pet.saberesufsc@gmail.com; pet.udesc@gmail.com; pet.agronegocio@gmail.com; drivepetdt@gmail.com; petsso1@gmail.com; petctcunipampa@gmail.com,"",SULPET,Educação pública e Compromisso social,2020,Outubro
186,"Que a Comissão Regional de Mobilização do Sul, eleita no XXIII SULPET, tenha como suas atribuições: articulação e consolidação de uma rede de contatos, buscando selecionar pelo menos uma/um representante por grupo PET de cada estado; atuar, divulgar e incentivar a participação dos grupos de seus respectivos estados nas atividades de Mobilização, propostas pela Comissão Nacional do Mobiliza PET; desenvolver atividades visando contribuir com a mobilização e incentivo de criação de Comitês locais de Mobilização em cada IES da Região Sul.",GDT 3 - MOBILIZAÇÃO E VISIBILIDADE PETIANA,Comissão Regional de Mobilização do Sul (eleita durante o evento),Região Sul,A partir da aprovação do encaminhamento no SULPET 2020,Encaminhamento,Aprovado,petfarmaciaufpr@gmail.com; petquimicaufpr@gmail.com; petcisa@gmail.com; petlabcorpus@gmail.com; pet.saberesufsc@gmail.com; pet.udesc@gmail.com; pet.agronegocio@gmail.com; drivepetdt@gmail.com; petsso1@gmail.com; petctcunipampa@gmail.com,"",SULPET,Educação pública e Compromisso social,2020,Outubro
187,"Que seja criada, pelos membros do GDT Diversidade Étnico-racial e Comunidades Tradicionais, uma comissão para realizar um levantamento das ações pontuais e permanentes, projetos de pesquisa e de extensão que abordem e/ou trabalhem a partir das relações étnico-raciais em todos os PETs da região sul a longo prazo, a partir do XXIII SULPET, para então, após este levantamento, planejar a socialização dessas ações, por meios ainda a serem decididos pela comissão. O levantamento seria realizado por meio de contato com pessoas de cada PET na IES dos membros da comissão e organização das informações em um docs do Google Drive. O ideal é que pelo menos duas pessoas de cada IES se disponibilizem para estar na comissão para que o trabalho tenha o alcance desejado.",GDT 12 - DIVERSIDADE ÉTNICO-RACIAL E COMUNIDADES TRADICIONAIS:,membros do GDT Diversidade étnico-racial e comunidades tradicionais,Região Sul,a partir do XXIII SULPET,Encaminhamento,Aprovado,"","",SULPET,Educação pública e Compromisso social,2020,Outubro
188,"Que seja criada, no XXV ENAPET, uma comissão para elaborar um plano de diretrizes, buscando a promoção de mais igualdade para a população negra e indígena dentro dos grupos PET, e que assim suas identidades e saberes sejam respeitados dentro da tríade Ensino, Pesquisa e Extensão. Tal comissão terá um prazo de 30 dias para fazer uma avaliação de PETianas/os docentes e discentes, por meio de um questionário, e um prazo de 45 dias para a análise das respostas. Tal encaminhamento se dá porque consideramos que ainda existem muitos obstáculos para acabar com o racismo estrutural e epistemicídio de saberes. Vale lembrar que a lei 10.639/03 e 11.645/08 é um dos caminhos para garantir a inclusão e protagonismo desses saberes e que as diretrizes nacionais do Programa Educação Tutorial considerem a lei 10.639/03 e a lei 11.645/08.",GDT 12 - DIVERSIDADE ÉTNICO-RACIAL E COMUNIDADES TRADICIONAIS:,Grupos PET,no XXV ENAPET,no XXV ENAPET,Encaminhamento,Aprovado,"","",SULPET,Educação pública e Compromisso social,2020,Outubro
189,"Que após aprovação na Assembleia Geral do XXV ENAPET, os grupos PET solicitem aos CLAAs que as atas sejam de fácil acesso a todas/os as/os PETianas/os após aprovação destas no comitê, e sejam disponibilizadas publicamente pelo próprio CLAA em plataformas cabíveis (em site ou enviados por e-mail para os grupos PET por exemplo).",GDT 8 - CLAA,CLAA,Plataformas cabíveis,Após XXV ENAPET,Encaminhamento,Aprovado,"","",SULPET,Educação pública e Compromisso social,2020,Outubro
190,"Que a Diretoria da CENAPET solicite ao MEC, na próxima reunião realizada, que os grupos que entregam seus relatórios e resolvem suas diligências recebam seu custeio e não sejam prejudicados, independentemente do tempo que o MEC vai levar para analisar relatórios e diligências.",GDT 9 - FINANCIAMENTO DO PROGRAMA,Diretoria da CENAPET,No local da reunião,Próxima reunião com MEC,Encaminhamento,Aprovado,"","",SULPET,Educação pública e Compromisso social,2020,Outubro
191,"Devido à semelhança ao encaminhamento 9.2, o encaminhamento 14.3, que se encontra à seguir, foi votado em seguida do mesmo. Que a Diretoria CENAPET, na próxima reunião com a Sesu MEC, reforce a necessidade da regularização das bolsas, mas também um reajuste no valor da mesma sendo equivalente a meio salário mínimo e reajustada conforme as variações do mesmo. Assim como o pagamento da verba de custeio de forma integral em tempo hábil para o planejamento de cada grupo PET.",GDT 14 - O PET COMO INSTRUMENTO DE PERMANÊNCIA ESTUDANTIL,Diretoria da CENAPET,Por meio da reunião,Próxima reunião com MEC,Encaminhamento,Aprovado,"","",SULPET,Educação pública e Compromisso social,2020,Outubro
192,"Que todos os grupos PET solicitem ao MEC resposta sobre o não pagamento do custeio via SIGPET, ao final dos eventos SULPET e ENAPET, por meio de ofício.",GDT 9 - FINANCIAMENTO DO PROGRAMA,Grupos PET,Por meio de ofício,Após XXIII SULPET e XXV ENAPET,Encaminhamento,Aprovado,"","",SULPET,Educação pública e Compromisso social,2020,Outubro
193,"Que o XXIII SULPET encaminhe uma moção, ao final do evento, ao MEC, solicitando aumento da quantidade de funcionárias/os para análise das prestações de contas, solução de problemas e avaliação do programa.",GDT 9 - FINANCIAMENTO DO PROGRAMA,XXIII SULPET,Por meio de ofício,Após XXIII SULPET,Encaminhamento,Aprovado,"","",SULPET,Educação pública e Compromisso social,2020,Outubro
194,"Que os grupos PET do sul cujo convênio preveja a contrapartida de 30% das IES - estabelecidos em contrato com o MEC -, cobrem via ofício após o XXIII SULPET, das suas reitorias e direções, a destinação dessas verbas aos grupos para que se equipem e dêem condições de trabalho mais adequadas aos PETs.",GDT 9 - FINANCIAMENTO DO PROGRAMA,Grupos PET,Por meio de ofício,Após XXIII SULPET,Encaminhamento,Aprovado,"","",SULPET,Educação pública e Compromisso social,2020,Outubro
195,"Que o XXIII SULPET encaminhe, ao final do evento, uma moção ao MEC para que este pague o custeio até o início do primeiro semestre de cada ano, possibilitando assim que os grupos usem de maneira mais efetiva e adequada a verba disponibilizada.",GDT 9 - FINANCIAMENTO DO PROGRAMA,XXIII SULPET,Por meio de moção,Após XXIII SULPET,Encaminhamento,Aprovado,"","",SULPET,Educação pública e Compromisso social,2020,Outubro
196,"Que a Diretoria da CENAPET, ao final do XXV ENAPET, envie um Ofício às Instituições de Ensino Superior para adequação e garantia da qualidade das salas destinadas aos grupos PET (que contenham: janelas, saída de emergência e tamanho condizente ao número de pessoas).",GDT 9 - FINANCIAMENTO DO PROGRAMA,Diretoria da CENAPET,Por meio de ofício,Após XXV ENAPET,Encaminhamento,Aprovado,"","",SULPET,Educação pública e Compromisso social,2020,Outubro
197,"Que a Diretoria da CENAPET, ao final do evento, encaminhe um Ofício às Instituições de Ensino Superior para que cumpram o contrato assinado por elas junto ao MEC quanto à verba institucional para manutenção dos grupos PET.",GDT 9 - FINANCIAMENTO DO PROGRAMA,Diretoria da CENAPET,Por meio de ofício,Após XXV ENAPET,Encaminhamento,Aprovado,"","",SULPET,Educação pública e Compromisso social,2020,Outubro
198,"Criar uma comissão no XXV ENAPET responsável por discutir a inclusão nas diretrizes do regimento de organização de eventos, o formato híbrido (online + presencial) como alternativa, visando incluir a participação de mais grupos nos eventos regionais e nacionais.",GDT 10 - ENCONTROS DE GRUPOS PET E COLETIVOS INTERPETs,Assembleia do XXV ENAPET,No XXV ENAPET,Durante o XXV ENAPET,Encaminhamento,Aprovado,"","",SULPET,Educação pública e Compromisso social,2020,Outubro
199,"Que a partir da publicação da ata do XXV ENAPET a Diretoria da CENAPET inclua no documento de ""Diretrizes para organização dos encontros regionais e encontro nacional"" instruções para o alinhamento hierárquico das pautas e temáticas dos eventos, promovendo discussões unificadas.",GDT 10 - ENCONTROS DE GRUPOS PET E COLETIVOS INTERPETs,Diretoria da CENAPET,"No documento ""Diretrizes para organização dos encontros regionais e encontro nacional""",A partir da publicação da ata do XXV ENAPET,Encaminhamento,Aprovado,"","",SULPET,Educação pública e Compromisso social,2020,Outubro
200,"Que, na Assembleia do XXV ENAPET, seja criado um grupo de trabalho, vinculado à diretoria da CENAPET, responsável pela sistematização e atualização do documento ""Diretrizes para organização dos encontros regionais e encontro nacional"" com base nas atualizações aprovadas nas Assembleias Gerais dos ENAPETs 2018, 2019 e 2020. Esta sistematização servirá de base para que a diretoria da CENAPET atualize o documento no site da CENAPET.",GDT 10 - ENCONTROS DE GRUPOS PET E COLETIVOS INTERPETs,Assembleia do XXV ENAPET,Na Assembleia do XXV ENAPET,Durante o XXV ENAPET,Encaminhamento,Aprovado,"","",SULPET,Educação pública e Compromisso social,2020,Outubro
201,"Que após a Assembleia do XXV ENAPET as comissões organizadoras dos próximos eventos estudem a possibilidade de utilizar, em momentos deliberativos, aplicativos específicos para votações em eventos virtuais.",GDT 10 - ENCONTROS DE GRUPOS PET E COLETIVOS INTERPETs,Comissões organizadoras de eventos PET,Nos momentos deliberativos dos próximos eventos,Após o XXV ENAPET,Encaminhamento,Aprovado,"","",SULPET,Educação pública e Compromisso social,2020,Outubro
